DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes
191513549,7/4/2019,7/2/2019,1240,1513,VERMONT AV,MELROSE AV,"(34.1966, -118.4061)",3030 3028 3101 3401 3701 4015 3037 3004
151515139,7/19/2015,7/19/2015,1250,1548,BAKMAN AV,WEDDINGTON ST,"(34.167, -118.3774)",3004 3036 3025 3602 3101 3401 3701 4026
161511660,5/19/2016,5/19/2016,1300,1589,BARHAM BL,DARK CANYON DR,"(34.1389, -118.3416)",3006 3030 3028 3032 3037 3101 3401 3701 4026
171522126,11/14/2017,11/14/2017,1300,1555,VINELAND AV,PEACH GROVE ST,"(34.1591, -118.3703)",3004 3037 3026 3101 3401 3701 4026
161508626,3/26/2016,3/25/2016,1300,1526,VICTORY BL,FARMDALE AV,"(34.1867, -118.3812)",3004 3026 3101 3401 3701 4015 3036
151523464,12/18/2015,12/18/2015,1300,1506,VINELAND AV,SHERMAN WY,"(34.2012, -118.3703)",3004 3036 3602 3026 3101 3401 3701 4026
161514945,7/18/2016,7/18/2016,1315,1525,LANKERSHIM BL,KITTRIDGE ST,"(34.1903, -118.3877)",3030 3028 3101 3401 3701 4026 3016 3032 3037
181522972,12/17/2018,12/17/2018,1320,1538,BURBANK BL,FULCHER AV,"(34.1722, -118.373)",3003 3036 3025 3101 3401 3701 4026
161521376,11/11/2016,11/11/2016,1320,1532,LAUREL CANYON BL,BURBANK BL,"(34.1722, -118.3965)",3004 3037 3025 3101 3401 3701 4026
171504778,1/12/2017,1/12/2017,1330,1581,COLDWATER CANYON AV,BLOOMFIELD ST,"(34.1493, -118.4138)",3006 3028 3030 3037 3101 3401 3701 4015
151512539,6/1/2015,6/1/2015,1330,1524,VICTORY BL,AGNES AV,"(34.1869, -118.3987)",3037 3029 3026 3101 3401 3701 4026 3009
191521888,12/13/2019,12/13/2019,1335,1547,MAGNOLIA BL,170 FY,"(34.1649, -118.3825)",3004 3026 3037 3101 4026
171510526,4/21/2017,4/20/2017,1345,1519,VANOWEN ST,CLEON AV,"(34.194, -118.3681)",0605 3004 3037 3026 3101 3401 3701 4015
151507474,3/2/2015,2/27/2015,1400,1567,VALLEY SPRING LN,CAHUENGA BL,"(34.1468, -118.3636)",3006 3030 3028 3101 3401 3701 4015 0605 3037
171513208,6/8/2017,6/8/2017,1400,1566,VINELAND AV,MOORPARK ST,"(34.1504, -118.3703)",3004 3037 3026 3101 3401 3701 4026
161513878,6/26/2016,6/26/2016,1400,1566,RIVERSIDE DR,VINELAND AV,"(34.1524, -118.3703)",3037 3026 3101 3401 3701 4015 3009
151522937,12/8/2015,12/8/2015,1403,1555,VINELAND AV,WEDDINGTON ST,"(34.1589, -118.3742)",3006 3037 3030 3028 3101 3401 3701 4026
181520878,11/7/2018,11/7/2018,1405,1545,MAGNOLIA BL,COLFAX AV,"(34.1649, -118.3877)",3004 3026 3036 3101 3401 3701 4026
181514321,7/11/2018,7/11/2018,1420,1569,CAHUENGA BL,RIVERSIDE DR,"(34.1522, -118.3615)",3003 3026 3037 3101 3401 3701 4009
151514278,7/2/2015,7/2/2015,1420,1539,VINELAND AV,COLLINS ST,"(34.174, -118.3703)",3006 3037 3030 3028 3101 3401 3701 4026
181523392,12/26/2018,12/26/2018,1420,1532,WHITSETT AV,KITTRIDGE ST,"(34.1903, -118.4052)",3037 3025 3101 3401 3701 4026 3015
