DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes,Lat,Lon
191510854,5/13/2019,2019-05-11,2130,1585,MULHOLLAND DR,LAUREL CANYON BL,"(34.143, -118.3727)",3006 3037 3030 3028 3102 3401 3701 4015,34.143,-118.3727
191513683,7/8/2019,2019-07-07,2200,1526,LANKERSHIM BL,VICTORY BL,"(34.1867, -118.3877)",3038 3602 3004 3037 3025 3101 3401 3701 4015,34.1867,-118.3877
191516580,9/1/2019,2019-08-31,2215,1569,CAHUENGA BL,WHIPPLE ST,"(34.1479, -118.3615)",3006 3028 3030 3037 3101 3401 3701 4026 3034,34.1479,-118.3615
191521665,12/6/2019,2019-12-06,2215,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3006 3025 3037 3101 4015,34.2012,-118.4052
191514387,7/22/2019,2019-07-19,2235,1525,VICTORY BL,CARPENTER AV,"(34.1867, -118.391)",3006 3037 3030 3028 3101 3401 3701 4015,34.1867,-118.391
191519299,10/21/2019,2019-10-19,2300,1532,RHODES AV,HAMLIN ST,"(34.1886, -118.403)",3006 3030 3028 3036 3101 3401 3701 4015,34.1886,-118.403
191512535,6/14/2019,2019-06-14,2300,1509,SHERMAN WY,CARTWRIGHT AV,"(34.2012, -118.3633)",0605 3004 3037 3034 3026 3101 3401 3701 4026,34.2012,-118.3633
191517214,9/11/2019,2019-09-09,2315,1599,3200 DOS PALOS DR,,"(34.1271, -118.3479)",4015 3030 3028 3037 3032 3011 3101 3401 3701 3035,34.1271,-118.3479
191519262,10/18/2019,2019-10-18,2330,1557,CAHUENGA BL,OTSEGO ST,"(34.1631, -118.3615)",3006 3025 3101 4015 3401 3037 3039,34.1631,-118.3615
191515180,8/6/2019,2019-08-05,2335,1503,VANOWEN ST,SAINT CLAIR AV,"(34.194, -118.3998)",3006 3037 3030 3028 3101 3401 3701 4026,34.194,-118.3998
191522594,12/27/2019,2019-12-19,2335,1512,HART ST,GOODLAND AV,"(34.1976, -118.4116)",3006 3028 3030 3037 3101 4015,34.1976,-118.4116
191515402,8/9/2019,2019-08-08,2345,1514,VANOWEN ST,GENTRY AV,"(34.194, -118.3932)",3037 3006 3030 3028 3101 3401 4015,34.194,-118.3932
191522546,12/27/2019,2019-12-26,2358,1512,VOSE ST,COLDWATER CANYON AV,"(34.1985, -118.4138)",3006 3028 3030 3034 3037 3101 4026,34.1985,-118.4138
191522430,12/23/2019,2019-12-18,2359,1515,HART ST,LAUREL CANYON BL,"(34.1976, -118.3965)",3006 3028 3030 3037 3101 4015,34.1976,-118.3965
191510744,5/10/2019,2019-05-10,710,1529,VICTORY BL,CLYBOURN AV,"(34.1849, -118.3597)",3004 3036 3026 3101 3401 3701 4026,34.1849,-118.3597
191518133,9/28/2019,2019-09-28,1545,1589,FOREST LAWN,BARHAM,"(34.1432, -118.3414)",3004 3037 3025 3101 3401 3701 4026,34.1432,-118.3414
191519105,10/16/2019,2019-10-15,1830,1515,HART ST,AGNES AV,"(34.1976, -118.3954)",3028 3006 3030 3037 3101 3401 3701 4026,34.1976,-118.3954
191511793,5/30/2019,2019-05-30,10,1599,CAHUENGA BL,BROADLAWN AV,"(34.1343, -118.3591)",3011 3037 3038 3026 3101 3401 3701 4026,34.1343,-118.3591
191522750,12/31/2019,2019-12-31,230,1523,WHITSETT AV,ERWIN ST,"(34.1831, -118.4052)",3006 3030 3028 3101 4015 3037,34.1831,-118.4052
191516813,9/4/2019,2019-09-04,740,1516,KRAFT AV,KITTRIDGE ST,"(34.1903, -118.3801)",3004 3028 3030 3034 3037 3101 3401 3701 4026,34.1903,-118.3801
191513086,6/25/2019,2019-06-22,1030,1599,UNIVERSAL STUDIOS BL,WC FIELDS,"(34.1284, -118.3568)",1300 0605 1501,34.1284,-118.3568
191521259,11/26/2019,2019-11-26,1130,1519,CLEON AV,ARCHWOOD ST,"(34.1922, -118.3681)",3004 3028 3036 3101 3401 3701 4015 0605,34.1922,-118.3681
191515368,8/9/2019,2019-08-09,1150,1514,LAUREL CANYON BL,HART ST,"(34.1976, -118.3965)",3004 3036 3030 3028 3101 3401 3701 4026,34.1976,-118.3965
191513300,6/29/2019,2019-06-29,1230,1566,LANKERSHIM BL,RIVERSIDE DR,"(34.1523, -118.367)",3006 3037 3030 3032 3028 3102 3401 3701 4026,34.1523,-118.367
191519094,10/16/2019,2019-10-16,1310,1596,VENTURA BL,VINELAND AV,"(34.1405, -118.3702)",4026 3002 3011 3028 3032 3034 3037 3102 3401 3701,34.1405,-118.3702
191507427,3/6/2019,2019-03-06,1400,1555,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3037 3032 3030 3028 3102 3401 3701 4026,34.1577,-118.3703
191513698,7/8/2019,2019-07-05,1530,1501,COLDWATER CANYON AV,SATICOY ST,"(34.2066, -118.4144)",3004 3037 3026 3101 3401 3701 4015,34.2066,-118.4144
191518803,10/13/2019,2019-10-12,1705,1567,RIVERSIDE DR,RIVERTON AV,"(34.1523, -118.3658)",3602 3008 3037 3026 3101 3401 3701 4015,34.1523,-118.3658
191522114,12/16/2019,2019-12-14,2000,1527,VINELAND AV,HAMLIN ST,"(34.1885, -118.3703)",1300 0605,34.1885,-118.3703
191519889,11/1/2019,2019-10-31,2110,1523,SHERMAN WY,WHITSETT AV,"(34.1849, -118.4095)",3004 3028 3030 3039 3037 3101 3401 3701 4015,34.1849,-118.4095
191512781,6/20/2019,2019-06-19,2110,1516,HART ST,BECK AV,"(34.1976, -118.3834)",3011 3028 3034 3037 3101 3401 3701 4026,34.1976,-118.3834
191515251,8/7/2019,2019-08-05,2310,1513,ARCHWOOD ST,WILKINSON AV,"(34.1922, -118.4041)",3004 3030 3028 3036 3101 3701 4015,34.1922,-118.4041
181519497,10/15/2018,2018-10-15,1,1557,HORTENSE ST,DENNY AV,"(34.1548, -118.3648)",3006 3037 3030 3028 3101 3401 3701 4026,34.1548,-118.3648
161523441,12/20/2016,2016-12-20,15,1525,KITTRIDGE ST,MORELLA AV,"(34.1903, -118.39)",3004 3026 3036 3101 3401 3701 4015,34.1903,-118.39
191510975,5/16/2019,2019-05-16,30,1543,VINTAGE AV,WEDDINGTON ST,"(34.1685, -118.4008)",3006 3037 3029 3025 3101 3401 3701 4026,34.1685,-118.4008
171519617,9/30/2017,2017-09-30,130,1527,BONNER AV,KITTRIDGE ST,"(34.1903, -118.3737)",3004 3030 3028 3037 3101 3401 3701 4026,34.1903,-118.3737
191510432,4/21/2019,2019-04-21,200,1599,BROADLAWN DR,OAK GLEN DR,"(34.1329, -118.3559)",3004 3037 3030 3028 3101 3401 3701 4015,34.1329,-118.3559
161511418,5/15/2016,2016-05-15,200,1538,OXNARD ST,FAIR AV,"(34.1795, -118.3746)",3004 3036 3029 3026 3101 3401 3701 4026,34.1795,-118.3746
171505976,2/4/2017,2017-02-04,230,1523,VICTORY BL,BABCOCK AV,"(34.1867, -118.4063)",3004 3037 3034 3028 3101 3401 3701 4015,34.1867,-118.4063
171512530,5/27/2017,2017-05-27,240,1521,VANOWEN,BECK,"(34.198, -118.4216)",3004 3036 3030 3028 3101 3401 3701 4015,34.198,-118.4216
171505668,1/28/2017,2017-01-28,300,1513,VANOWEN ST,BABCOCK AV,"(34.194, -118.4072)",3004 3036 3029 3025 3401 3701 4015 3101,34.194,-118.4072
151518887,9/26/2015,2015-09-26,450,1547,MAGNOLIA BL,HOLLYWOOD FY,"(34.1649, -118.3825)",605,34.1649,-118.3825
151510941,5/5/2015,2015-05-05,720,1555,RIVERSIDE DR,TUJUNGA AV,"(34.1577, -118.3794)",0605 3003 3037 3025 3101 3701 4015,34.1577,-118.3794
161521598,11/15/2016,2016-11-15,750,1531,OXNARD ST,BELLAIRE AV,"(34.1794, -118.4094)",3004 3037 3026 3101 3401 3701 4026,34.1794,-118.4094
171504942,1/10/2017,2017-01-10,800,1553,LAUREL CANYON BL,VENTURA FY,"(34.156, -118.3874)",3004 3030 3028 3101 3401 3701 4009 3037,34.156,-118.3874
171506902,2/18/2017,2017-02-18,840,1525,LAUREL CANYON BL,HAMLIN ST,"(34.1885, -118.3965)",3004 3036 3025 3101 3401 3701 4026,34.1885,-118.3965
151518648,9/21/2015,2015-09-21,900,1545,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3037 3025 3101 3401 3701 4015 3009,34.1687,-118.3965
151512443,5/28/2015,2015-05-28,915,1544,HUSTON ST,BELLINGHAM AV,"(34.1594, -118.3987)",3004 3036 3030 3028 3101 3401 3701 4015 0605,34.1594,-118.3987
171507110,2/22/2017,2017-02-22,920,1525,COLFAX AV,S VICTORY BL,"(34.1867, -118.3878)",3004 3037 3026 3101 3401 3701 4026,34.1867,-118.3878
161521688,11/15/2016,2016-11-15,935,1532,OXNARD,SHADYGLADE,"(34.1797, -118.4014)",3004 3036 3026 3101 3401 3701 4015,34.1797,-118.4014
191522350,12/22/2019,2019-11-22,955,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.405)",3004 3028 3030 3037 3101 4026,34.2012,-118.405
161508063,3/14/2016,2016-03-13,1025,1539,CAHUENGA BL,COLLINS ST,"(34.174, -118.3615)",3004 3037 3024 3101 3401 3701 4015,34.174,-118.3615
181515202,7/27/2018,2018-07-27,1030,1566,VINELAND AV,MOORPARK ST,"(34.1504, -118.3703)",3008 3036 3025 3101 3401 3701 4026,34.1504,-118.3703
181507409,3/8/2018,2018-03-08,1045,1523,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",3004 3026 3029 3037 3101 3401 3701 4026,34.1867,-118.4052
171515277,7/14/2017,2017-07-14,1115,1555,MAGNOLIA BL,BLAKESLEE AV,"(34.1649, -118.3724)",3004 3037 3026 3101 3401 3701 4015,34.1649,-118.3724
161513566,6/22/2016,2016-06-22,1130,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4052
161513567,6/22/2016,2016-06-22,1135,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4052
191522262,12/19/2019,2019-12-19,1145,1595,LAUREL CANYON BL,MAXWELLTON RD,"(34.141, -118.3943)",3004 3026 3037 3101 4026,34.141,-118.3943
151510181,4/20/2015,2015-04-15,1149,1589,FOREST LAWN DR,GATE EIGHT,"(34.1428, -118.3241)",3003 3036 3025 3101 3401 3701 4015 0605,34.1428,-118.3241
171521497,11/2/2017,2017-11-02,1200,1513,WHITSETT AV,KITTRIDGE ST,"(34.1903, -118.4052)",3004 3037 3025 3101 3401 3701 4026,34.1903,-118.4052
171512490,5/26/2017,2017-05-26,1205,1557,MAGNOLIA,SATSUMA,"(34.1649, -118.3675)",3008 3036 3025 3101 3401 3701 4026,34.1649,-118.3675
191507918,3/16/2019,2019-03-16,1210,1512,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3004 3036 3026 3101 3401 3701 4026,34.194,-118.4138
151510179,4/20/2015,2015-04-17,1243,1548,MAGNOLIA BL,TUJUNGA AV,"(34.1649, -118.379)",0605 3004 3030 3028 3101 3401 3701 4015 3037,34.1649,-118.379
161510552,4/27/2016,2016-04-27,1300,1549,MAGNOLIA BL,CLYBOURN AV,"(34.1653, -118.3548)",3003 3036 3025 3101 3401 3701 4015,34.1653,-118.3548
191511492,5/25/2019,2019-05-25,1335,1515,LANKERSHIM BL,VANOWEN ST,"(34.194, -118.3877)",0947 3012 3037 3029 3025 3102 3401 3701 4026,34.194,-118.3877
151522251,11/24/2015,2015-11-24,1340,1586,LANKERSHIM BL,RIVERTON AV,"(34.1425, -118.3643)",3004 3037 3030 3028 3101 3401 3701 4026,34.1425,-118.3643
191508115,3/20/2019,2019-03-20,1345,1526,VICTORY BL,BECK AV,"(34.1867, -118.3834)",3004 3037 3030 3028 3101 3401 3701 4026,34.1867,-118.3834
151511007,5/6/2015,2015-05-06,1355,1526,OXNARD ST,HAZELHURST PL,"(34.1794, -118.3856)",0605 3037 3026 3101 3401 3701 4015 3006,34.1794,-118.3856
151506609,2/16/2015,2015-02-16,1400,1538,11300 HATTERAS ST,,"(34.1758, -118.3773)",3006 3037 3030 3028 3101 3401 3701 4026,34.1758,-118.3773
151507030,2/23/2015,2015-02-23,1400,1514,LAUREL CANYON BL,VANOWEN ST,"(34.194, -118.3965)",3004 3036 3029 3026 3101 3401 3701 4026,34.194,-118.3965
151515063,7/17/2015,2015-07-13,1415,1565,VINELAND AV,HOLLYWOOD FY,"(34.1468, -118.3703)",3009 3036 3025 3101 3401 3701 4015,34.1468,-118.3703
181517867,9/14/2018,2018-09-14,1420,1526,LANKERSHIM BL,OXNARD ST,"(34.1794, -118.3856)",3008 3026 3037 3101 3401 3701 4026,34.1794,-118.3856
151511149,5/9/2015,2015-05-08,1425,1543,COLFAX AV,CALVERT ST,"(34.1685, -118.4008)",0605 3004 3026 3036 3101 3401 3701 4015,34.1685,-118.4008
171521433,11/1/2017,2017-11-01,1425,1539,WHITNALL HY,OXNARD ST,"(34.1794, -118.3653)",3004 3037 3029 3026 3101 3401 3701 4026,34.1794,-118.3653
171506865,2/17/2017,2017-02-17,1430,1531,OXNARD ST,BELLAIRE AV,"(34.1794, -118.4094)",3004 3025 3036 3101 3401 3701 4026,34.1794,-118.4094
151505550,1/28/2015,2015-01-28,1510,1563,MOORPARK ST,LEMP AV,"(34.1504, -118.3844)",3004 3030 3028 3101 3401 3701 4026 3036,34.1504,-118.3844
181512296,6/4/2018,2018-06-04,1518,1515,ARCHWOOD ST,HINDS AV,"(34.1921, -118.391)",3006 3037 3030 3028 3101 3401 3701 4026,34.1921,-118.391
161523668,12/24/2016,2016-12-24,1530,1591,DONA DOROTEA DR,DONA EVITA DR,"(34.1271, -118.3813)",3006 3037 3025 3101 3401 3701 4026,34.1271,-118.3813
161511847,5/22/2016,2016-05-22,1530,1526,BECK AV,ERWIN ST,"(34.1831, -118.3834)",3004 3030 3028 3101 3401 3701 4015 3037,34.1831,-118.3834
161504638,1/12/2016,2016-01-12,1545,1523,VICTORY BL,COLDWATER CANYON AV,"(34.1867, -118.4137)",3004 3025 3036 3104 3401 3701 4026,34.1867,-118.4137
191505019,1/21/2019,2019-01-20,1550,1549,BURBANK BL,CAHUENGA BL,"(34.1722, -118.3615)",3004 3036 3029 3025 3101 3401 3701 4026,34.1722,-118.3615
191504937,1/17/2019,2019-01-17,1650,1547,BURBANK BL,TUJUNGA AV,"(34.1722, -118.379)",3003 3037 3026 3101 3401 3701 4015 0605,34.1722,-118.379
161509839,4/15/2016,2016-04-09,1700,1589,FOREST LAWN DR,BARHAM BL,"(34.1432, -118.3414)",3006 3037 3032 3028 3030 3101 3401 3701 4015,34.1432,-118.3414
161523391,12/15/2016,2016-12-15,1700,1548,WEDDINGTON ST,BLAKESLEE AV,"(34.167, -118.3724)",3006 3028 3030 3037 3101 3401 3701 4015,34.167,-118.3724
161513224,6/16/2016,2016-06-16,1700,1526,TUJUNGA AV,VICTORY BL,"(34.1867, -118.379)",3004 3037 3026 3101 3401 4026,34.1867,-118.379
161515925,8/3/2016,2016-08-03,1720,1545,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4015 3032,34.1687,-118.3965
191512485,6/13/2019,2019-06-13,1733,1548,LANKERSHIM BL,CHANDLER BL,"(34.1681, -118.3765)",3004 3037 3030 3028 3101 3401 3701 4026,34.1681,-118.3765
151512448,5/23/2015,2015-05-23,1740,1555,OTSEGO ST,LANKERSHIM BL,"(34.163, -118.3734)",0605 3003 3036 3029 3026 3101 3401 3701 4015,34.163,-118.3734
181508719,3/30/2018,2018-03-30,1743,1512,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3004 3037 3030 3028 3101 3401 3701 4026,34.194,-118.4138
181510767,5/7/2018,2018-05-07,1745,1525,LANKERSHIM BL,VICTORY BL,"(34.1867, -118.3878)",3004 3037 3026 3101 3401 3701 4015,34.1867,-118.3878
161516120,8/7/2016,2016-08-07,1800,1538,FAIR AV,BURBANK BL,"(34.1722, -118.3746)",3004 3037 3030 3028 3101 3401 3701 4026,34.1722,-118.3746
191520638,11/14/2019,2019-11-14,1810,1513,SHERMAN WY,170 FY,"(34.2012, -118.4037)",3004 3030 3028 3101 3401 3701 4015 3037,34.2012,-118.4037
171505162,1/21/2017,2017-01-20,1815,1555,HUSTON ST,TUJUNGA AV,"(34.16, -118.379)",3006 3037 3026 3101 3401 3701 4026,34.16,-118.379
161508162,3/17/2016,2016-03-16,1820,1557,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3030 3028 3101 3401 3701 4026 3037,34.1577,-118.3703
191514419,6/21/2019,2019-06-21,1830,1595,BERRY DR,DECENTE DR,"(34.1372, -118.3804)",1501,34.1372,-118.3804
151513299,6/14/2015,2015-06-14,1835,1521,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3004 3036 3029 3026 3101 3401 3701 4015,34.2012,-118.4225
151514680,7/10/2015,2015-07-09,1850,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.4052)",3004 3037 3025 3101 3401 3701 4026 3602,34.2012,-118.4052
191514361,7/22/2019,2019-07-21,1900,1548,MAGNOLIA BL,DENNY AV,"(34.1649, -118.3642)",3004 3026 3037 3101 3401 3701 4026,34.1649,-118.3642
161511110,5/8/2016,2016-05-08,1900,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2006, -118.3965)",3004 3037 3034 3028 3101 3401 3701 4026,34.2006,-118.3965
151506969,2/22/2015,2015-02-22,1910,1547,TUJUNGA AV,HUSTON ST,"(34.16, -118.379)",3006 3037 3028 3101 3401 3701 4026,34.16,-118.379
161521532,11/12/2016,2016-11-12,1915,1547,BURBANK,COLFAX,"(34.1722, -118.3877)",3004 3036 3030 3028 3101 3401 3701 4015,34.1722,-118.3877
181508452,3/27/2018,2018-03-22,1920,1501,COLDWATER CANYON AV,STRATHERN ST,"(34.2158, -118.4144)",3003 3036 3101 3401 3701 4015 3025,34.2158,-118.4144
161514353,7/6/2016,2016-07-06,1930,1515,LANKERSHIM BL,VANOWEN ST,"(34.194, -118.3877)",3004 3037 3026 3101 3401 3701 4026,34.194,-118.3877
161507960,3/13/2016,2016-03-12,2000,1525,KITTRIDGE ST,MORELLA AV,"(34.1903, -118.39)",3004 3036 3029 3026 3101 3401 3701 4026,34.1903,-118.39
191518318,10/2/2019,2019-10-01,2005,1515,VANOWEN ST,WHITSETT AV,"(34.1962, -118.3911)",4009 3004 3028 3030 3037 3101 3401 3701,34.1962,-118.3911
171509317,3/29/2017,2017-03-29,2010,1523,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",3004 3028 3030 3037 3101 3401 3701 4015,34.1867,-118.4052
171515386,7/12/2017,2017-07-12,2010,1503,SATICOY ST,LAUREL CANYON BL,"(34.2085, -118.3965)",3036 3003 3025 3101 3401 3701 4015,34.2085,-118.3965
171510170,4/15/2017,2017-04-15,2015,1555,VINELAND AV,MAGNOLIA BL,"(34.1649, -118.3704)",3004 3036 3602 3026 3101 3401 3701 4026,34.1649,-118.3704
161523756,12/24/2016,2016-12-23,2022,1516,VANOWEN ST,TUJUNGA AV,"(34.194, -118.379)",3004 3037 3030 3028 3101 3401 3701 4015,34.194,-118.379
191520149,11/6/2019,2019-11-03,2040,1523,COLDWATER CANYON AV,OXNARD ST,"(34.1794, -118.4137)",3004 3025 3036 3101 4015,34.1794,-118.4137
151523539,12/19/2015,2015-12-19,2100,1525,VICTORY BL,GENTRY AV,"(34.1867, -118.3932)",3004 3026 3101 3401 3701 4015 3037,34.1867,-118.3932
151510144,4/19/2015,2015-04-19,2125,1522,VOSE ST,COLDWATER CA AV,"(34.1936, -118.4166)",3004 3036 3029 3025 3101 3401 3701 4026,34.1936,-118.4166
171516325,7/30/2017,2017-07-30,2145,1566,MOORPARK ST,CARTWRIGHT AV,"(34.1497, -118.3694)",3006 3037 3029 3026 3101 3401 3701 4015 0605,34.1497,-118.3694
171518669,9/12/2017,2017-07-30,2150,1529,VICTORY BL,AUCKLAND AV,"(34.1851, -118.3604)",3006 3030 3037 3028 3101 3401 3701 4015,34.1851,-118.3604
161514341,7/4/2016,2016-07-04,2200,1547,CUMPSTON ST,CAMELLIA AV,"(34.1697, -118.3822)",3006 3028 3101 3701 4015 3030 3037,34.1697,-118.3822
171504879,1/14/2017,2017-01-14,2220,1542,TUJUNGA AV,MORRISON ST,"(34.1608, -118.379)",3004 3028 3030 3036 3101 3401 3701 4015,34.1608,-118.379
191511154,5/19/2019,2019-05-18,2230,1599,CAHUENGA BL,BROADLAWN DR,"(34.1343, -118.3591)",3701 4015 3004 3036 3026 3101 3401,34.1343,-118.3591
151515351,7/24/2015,2015-07-23,2230,1538,VINELAND AV,HATTERAS ST,"(34.1758, -118.3703)",3004 3036 3029 3026 3101 3401 3701 4026,34.1758,-118.3703
181519595,10/16/2018,2018-10-12,2232,1599,CAHUENGA BL,FREDONIA DR,"(34.1343, -118.3591)",3004 3029 3026 3101 3401 3701 4015 3037,34.1343,-118.3591
161512589,6/5/2016,2016-06-03,2245,1504,LAUREL CANYON BL,SHERMAN WY,"(34.2045, -118.392)",3004 3036 3030 3028 3101 3401 3701 4015 0605,34.2045,-118.392
181518311,9/23/2018,2018-09-22,2345,1521,VANOWEN ST,ETHEL AV,"(34.194, -118.4181)",3006 3025 3037 3101 3401 3701 4026,34.194,-118.4181
171507330,2/26/2017,2017-02-25,2355,1501,SATICOY ST,FULTON AV,"(34.2084, -118.4236)",3004 3036 3026 3101 3401 3701 4026,34.2084,-118.4236
171507333,2/26/2017,2017-02-26,2355,1501,FULTON AV,SATICOY ST,"(34.21, -118.4229)",,34.21,-118.4229
151513034,6/10/2015,2015-06-10,5,1585,VINELAND AV,AQUA VISTA ST,"(34.145, -118.3703)",3008 3036 3026 3101 3401 3701 4026,34.145,-118.3703
181506504,2/9/2018,2018-02-09,50,1565,VENTURA BL,TROPICAL DR,"(34.1493, -118.3759)",3037 3030 3028 3101 3401 3701 4015 3004,34.1493,-118.3759
181523270,12/23/2018,2018-12-17,100,1567,LANKERSHIM BL,RIVERSIDE DR,"(34.1523, -118.367)",3004 3036 3026 3101 3401 3701 4015,34.1523,-118.367
151520829,10/31/2015,2015-10-31,110,1599,CAHUENGA BL,BARHAM BL,"(34.1284, -118.3472)",3004 3036 3025 3101 3401 3701 4026,34.1284,-118.3472
171513243,6/8/2017,2017-06-08,110,1595,LAUREL CANYON,DONA PEGITA,"(34.1319, -118.382)",3004 3036 3030 3028 3101 3401 3701 4015,34.1319,-118.382
171515694,7/22/2017,2017-07-22,130,1547,COLDWATER CANYON AV,VENTURA BL,"(34.1673, -118.3816)",3701 3006 3037 3030 3028 3101 3401 4015,34.1673,-118.3816
181517816,9/11/2018,2018-09-11,130,1517,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3004 3026 3037 3104 3401 3701 4015,34.194,-118.3703
151513910,6/27/2015,2015-06-27,205,1538,FULCHER AV,HATTERAS ST,"(34.1758, -118.373)",3006 3037 3030 3028 3101 3401 3701 4026,34.1758,-118.373
171504350,1/5/2017,2017-01-05,430,1523,VICTORY BL,BELLAIRE AV,"(34.1867, -118.4094)",3004 3024 3037 3101 3401 3701 4015,34.1867,-118.4094
151512869,6/6/2015,2015-06-06,445,1529,VICTORY BL,AUCKLAND AV,"(34.186, -118.3615)",3011 3030 3025 3101 3701 4015 0605 3037,34.186,-118.3615
191512118,6/6/2019,2019-06-06,530,1517,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3009 3027 3037 3038 3034 3101 3401 3701 4026 3029,34.194,-118.3703
191513701,7/8/2019,2019-07-03,555,1532,LAUREL CANYON BL,CALIFA ST,"(34.1774, -118.3965)",3004 3036 3026 3101 3401 3701 4015,34.1774,-118.3965
161516672,8/18/2016,2016-08-18,620,1502,ALCOVE AV,WIXOM AV,"(34.2103, -118.4133)",3030 3028 3037 3101 3401 3701 4026 3006,34.2103,-118.4133
191516057,8/22/2019,2019-08-22,630,1513,VANOWEN ST,E BELLAIRE AV,"(34.194, -118.4094)",1402 3004 3037 3602 3025 3101 3401 3701 4015,34.194,-118.4094
161520428,10/25/2016,2016-10-22,650,1569,CAHUENGA BL,RIVERSIDE DR,"(34.1522, -118.3615)",3004 3036 3026 3101 3401 3701 4026,34.1522,-118.3615
151518807,9/25/2015,2015-09-20,650,1526,VICTORY BL,E BECK AV,"(34.1867, -118.3834)",,34.1867,-118.3834
151518533,1/7/2016,2015-09-20,650,1526,VICTORY,BECK,"(34.1867, -118.3834)",4015 3004 3026 3030 3035 3037 3101 3401 3701,34.1867,-118.3834
161509909,4/17/2016,2016-04-17,700,1523,VICTORY BL,WILKINSON AV,"(34.1849, -118.4095)",3004 3036 3025 3101 3401 3701 4026,34.1849,-118.4095
161512526,6/4/2016,2016-06-04,730,1531,COLDWATER CANYON AV,TIARA ST,"(34.1785, -118.4137)",3030 3037 3028 3101 3401 3701 4015 3006,34.1785,-118.4137
181519196,10/8/2018,2018-10-08,740,1517,KITTRIDGE ST,KLUMP AV,"(34.1903, -118.3757)",3008 3025 3037 3101 3401 3701 4026,34.1903,-118.3757
161517278,8/29/2016,2016-08-29,800,1532,OXNARD ST,BELLINGHAM AV,"(34.1794, -118.3987)",3004 3026 3101 3401 3701 4026 3037,34.1794,-118.3987
181506801,2/23/2018,2018-02-23,820,1569,RIVERSIDE DR,TALOFA AV,"(34.1522, -118.3517)",3004 3036 3026 3101 3401 3701 4026,34.1522,-118.3517
171509631,4/5/2017,2017-04-05,845,1525,VICTORY BL,NASSAU ST,"(34.1826, -118.3916)",3004 3037 3026 3101 3401 3701 4016 1501,34.1826,-118.3916
171523499,12/13/2017,2017-12-13,850,1589,FOREST LAWN,BARHAM,"(34.1432, -118.3414)",3004 3037 3026 3101 3401 3701 4026,34.1432,-118.3414
151500979,10/3/2015,2015-10-03,900,1557,5100 VINELAND AV,,"(34.1594, -118.3657)",1402,34.1594,-118.3657
181518044,9/18/2018,2018-09-18,915,1599,CAHUENGA BL,BARHAM BL,"(34.1284, -118.3472)",3004 3026 3037 3101 3401 3701 4026,34.1284,-118.3472
161522342,11/30/2016,2016-11-30,915,1545,WEDDINGTON ST,BEN AV,"(34.1667, -118.3943)",3004 3036 3602 3026 3101 3401 3701 4026,34.1667,-118.3943
181520334,10/29/2018,2018-10-29,920,1541,WHITSETT,LA MAIDA,"(34.1585, -118.4052)",3004 3036 3024 3101 3401 3701 4026,34.1585,-118.4052
151517981,9/8/2015,2015-09-08,930,1544,RIVERSIDE DR,LAUREL CANYON BL,"(34.1576, -118.3965)",3008 3037 3025 3101 3701 4026,34.1576,-118.3965
151520647,10/28/2015,2015-10-28,940,1525,COLFAX AV,OXNARD ST,"(34.1794, -118.3877)",3008 3037 3026 3101 3401 3701 4026,34.1794,-118.3877
181515626,8/5/2018,2018-08-04,945,1523,VICTORY BL,WHITSETT AV,"(34.1867, -118.4052)",3028 3004 3037 3034 3101 3401 3701 4015,34.1867,-118.4052
191504649,1/13/2019,2019-01-13,955,1502,SATICOY,BELLAIRE,"(34.2069, -118.4097)",3004 3036 3030 3028 3101 3401 3701 4026,34.2069,-118.4097
191505666,2/2/2019,2019-02-02,1005,1515,LANKERSHIM BL,VANOWEN ST,"(34.194, -118.3877)",3004 3028 3030 3037 3101 3401 3701 4026,34.194,-118.3877
161514227,7/4/2016,2016-06-30,1010,1526,ERWIN ST,TUJUNGA AV,"(34.1831, -118.379)",3006 3029 3101 3401 3701 4026 3025 3037,34.1831,-118.379
